season,id,name,short_name,description,home_team,away_team,toss_won,decision,1st_inning_score,2nd_inning_score,home_score,away_score,winner,result,start_date,end_date,venue_id,venue_name,home_captain,away_captain,pom,points,super_over,home_overs,home_runs,home_wickets,home_boundaries,away_overs,away_runs,away_wickets,away_boundaries
2018,1136611,Royal Challengers Bangalore v Sunrisers Hyderabad,RCB v SRH,"51st match (N), Indian Premier League at Bengaluru, May 17 2018",RCB,SRH,SRH,BOWL FIRST,218/6,204/3,218/6,204/3,RCB,RCB won by 14 runs,2018-05-17T14:30Z,2018-05-19T23:59Z,57897,"M.Chinnaswamy Stadium, Bengaluru",Virat Kohli,Kane Williamson,AB de Villiers,"Royal Challengers Bangalore 2, Sunrisers Hyderabad 0",FALSE,20,218,6,32,20,204,3,28
2018,1136612,Delhi Daredevils v Chennai Super Kings,DC v CSK,"52nd match (N), Indian Premier League at Delhi, May 18 2018",DC,CSK,CSK,BOWL FIRST,162/5,128/6,162/5,128/6,DC,Daredevils won by 34 runs,2018-05-18T14:30Z,2018-05-20T23:59Z,58040,"Arun Jaitley Stadium, Delhi",Shreyas Iyer,MS Dhoni,Harshal Patel,"Delhi Daredevils 2, Chennai Super Kings 0",FALSE,20,162,5,19,20,128,6,13
2018,1136613,Rajasthan Royals v Royal Challengers Bangalore,RR v RCB,"53rd match (D/N), Indian Premier League at Jaipur, May 19 2018",RR,RCB,RR,BAT FIRST,164/5,134,164/5,134,RR,Royals won by 30 runs,2018-05-19T10:30Z,2018-05-21T23:59Z,58162,"Sawai Mansingh Stadium, Jaipur",Ajinkya Rahane,Virat Kohli,Shreyas Gopal,"Rajasthan Royals 2, Royal Challengers Bangalore 0",FALSE,20,164,5,17,19.2,134,10,17
2018,1136614,Sunrisers Hyderabad v Kolkata Knight Riders,SRH v KKR,"54th match (N), Indian Premier League at Hyderabad (Deccan), May 19 2018",SRH,KKR,SRH,BAT FIRST,172/9,173/5,172/9,173/5,KKR,KKR won by 5 wickets (with 2 balls remaining),2018-05-19T14:30Z,2018-05-21T23:59Z,58142,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Kane Williamson,Dinesh Karthik,Chris Lynn,"Kolkata Knight Riders 2, Sunrisers Hyderabad 0",FALSE,20,172,9,20,19.4,173,5,22
2018,1136615,Delhi Daredevils v Mumbai Indians,DC v MI,"55th match (D/N), Indian Premier League at Delhi, May 20 2018",DC,MI,DC,BAT FIRST,174/4,163,174/4,163,DC,Daredevils won by 11 runs,2018-05-20T10:30Z,2018-05-22T23:59Z,58040,"Arun Jaitley Stadium, Delhi",Shreyas Iyer,Rohit Sharma,Amit Mishra,"Delhi Daredevils 2, Mumbai Indians 0",FALSE,20,174,4,20,19.3,163,10,19
2018,1136616,Chennai Super Kings v Kings XI Punjab,CSK v PBKS,"56th match (N), Indian Premier League at Pune, May 20 2018",CSK,PBKS,CSK,BOWL FIRST,153,159/5,159/5,153,CSK,Super Kings won by 5 wickets (with 5 balls remaining),2018-05-20T14:30Z,2018-05-22T23:59Z,545380,"Maharashtra Cricket Association Stadium, Pune",MS Dhoni,Ravichandran Ashwin,Lungi Ngidi,"Chennai Super Kings 2, Kings XI Punjab 0",FALSE,19.1,159,5,18,19.4,153,10,17
2018,1136617,Sunrisers Hyderabad v Chennai Super Kings,SRH v CSK,"Qualifier 1 (N), Indian Premier League at Mumbai, May 22 2018",SRH,CSK,CSK,BOWL FIRST,139/7,140/8,139/7,140/8,CSK,Super Kings won by 2 wickets (with 5 balls remaining),2018-05-22T13:30Z,2018-05-24T23:59Z,58324,"Wankhede Stadium, Mumbai",Kane Williamson,MS Dhoni,Faf du Plessis,None,FALSE,20,139,7,16,19.1,140,8,18
2018,1136618,Kolkata Knight Riders v Rajasthan Royals,KKR v RR,"Eliminator (N), Indian Premier League at Kolkata, May 23 2018",KKR,RR,RR,BOWL FIRST,169/7,144/4,169/7,144/4,KKR,KKR won by 25 runs,2018-05-23T13:30Z,2018-05-25T23:59Z,57980,"Eden Gardens, Kolkata",Dinesh Karthik,Ajinkya Rahane,Andre Russell,None,FALSE,20,169,7,21,20,144,4,16
2018,1136619,Kolkata Knight Riders v Sunrisers Hyderabad,KKR v SRH,"Qualifier 2 (N), Indian Premier League at Kolkata, May 25 2018",KKR,SRH,KKR,BOWL FIRST,174/7,160/9,160/9,174/7,SRH,Sunrisers won by 14 runs,2018-05-25T13:30Z,2018-05-27T23:59Z,57980,"Eden Gardens, Kolkata",Dinesh Karthik,Kane Williamson,Rashid Khan,None,FALSE,20,160,9,22,20,174,7,23
2018,1136620,Chennai Super Kings v Sunrisers Hyderabad,CSK v SRH,"Final (N), Indian Premier League at Mumbai, May 27 2018",CSK,SRH,CSK,BOWL FIRST,178/6,181/2,181/2,178/6,CSK,Super Kings won by 8 wickets (with 9 balls remaining),2018-05-27T14:30Z,2018-05-29T23:59Z,58324,"Wankhede Stadium, Mumbai",MS Dhoni,Kane Williamson,Shane Watson,None,FALSE,18.3,181,2,26,20,178,6,22
2019,1175356,Chennai Super Kings v Royal Challengers Bangalore,CSK v RCB,"1st Match (N), Indian Premier League at Chennai, Mar 23 2019",CSK,RCB,CSK,BOWL FIRST,70,71/3,71/3,70,CSK,Super Kings won by 7 wickets,2019-03-23T14:30Z,2019-03-25T23:59Z,58008,"MA Chidambaram Stadium, Chepauk, Chennai",MS Dhoni,Virat Kohli,Harbhajan Singh,"Chennai Super Kings 2, Royal Challengers Bangalore 0",FALSE,17.4,71,3,7,17.1,70,10,4
2019,1175357,Kolkata Knight Riders v Sunrisers Hyderabad,KKR v SRH,"2nd Match (D/N), Indian Premier League at Kolkata, Mar 24 2019",KKR,SRH,KKR,BOWL FIRST,181/3,183/4,183/4,181/3,KKR,KKR won by 6 wickets,2019-03-24T10:30Z,2019-03-26T23:59Z,57980,"Eden Gardens, Kolkata",Dinesh Karthik,Bhuvneshwar Kumar,Andre Russell,"Kolkata Knight Riders 2, Sunrisers Hyderabad 0",FALSE,19.4,183,4,26,20,181,3,21
2019,1175358,Mumbai Indians v Delhi Capitals,MI v DC,"3rd Match (N), Indian Premier League at Mumbai, Mar 24 2019",MI,DC,MI,BOWL FIRST,213/6,176,176,213/6,DC,Capitals won by 37 runs,2019-03-24T14:30Z,2019-03-26T23:59Z,58324,"Wankhede Stadium, Mumbai",Rohit Sharma,Shreyas Iyer,Rishabh Pant,"Delhi Capitals 2, Mumbai Indians 0",FALSE,19.2,176,9,26,20,213,6,33
2019,1175359,Rajasthan Royals v Kings XI Punjab,RR v PBKS,"4th Match (N), Indian Premier League at Jaipur, Mar 25 2019",RR,PBKS,RR,BOWL FIRST,184/4,170/9,170/9,184/4,PBKS,Kings XI won by 14 runs,2019-03-25T14:30Z,2019-03-27T23:59Z,58162,"Sawai Mansingh Stadium, Jaipur",Ajinkya Rahane,Ravichandran Ashwin,Chris Gayle,"Kings XI Punjab 2, Rajasthan Royals 0",FALSE,20,170,9,21,20,184,4,24
2019,1175360,Delhi Capitals v Chennai Super Kings,DC v CSK,"5th Match (N), Indian Premier League at Delhi, Mar 26 2019",DC,CSK,DC,BAT FIRST,147/6,150/4,147/6,150/4,CSK,Super Kings won by 6 wickets,2019-03-26T14:30Z,2019-03-28T23:59Z,58040,"Arun Jaitley Stadium, Delhi",Shreyas Iyer,MS Dhoni,Shane Watson,"Chennai Super Kings 2, Delhi Capitals 0",FALSE,20,147,6,18,19.4,150,4,19
2019,1175361,Kolkata Knight Riders v Kings XI Punjab,KKR v PBKS,"6th Match (N), Indian Premier League at Kolkata, Mar 27 2019",KKR,PBKS,PBKS,BOWL FIRST,218/4,190/4,218/4,190/4,KKR,KKR won by 28 runs,2019-03-27T14:30Z,2019-03-29T23:59Z,57980,"Eden Gardens, Kolkata",Dinesh Karthik,Ravichandran Ashwin,Andre Russell,"Kolkata Knight Riders 2, Kings XI Punjab 0",FALSE,20,218,4,31,20,190,4,26
2019,1175362,Royal Challengers Bangalore v Mumbai Indians,RCB v MI,"7th Match (N), Indian Premier League at Bengaluru, Mar 28 2019",RCB,MI,RCB,BOWL FIRST,187/8,181/5,181/5,187/8,MI,Mum Indians won by 6 runs,2019-03-28T14:30Z,2019-03-30T23:59Z,57897,"M.Chinnaswamy Stadium, Bengaluru",Virat Kohli,Rohit Sharma,Jasprit Bumrah,"Mumbai Indians 2, Royal Challengers Bangalore 0",FALSE,20,181,5,24,20,187,8,26
2019,1175363,Sunrisers Hyderabad v Rajasthan Royals,SRH v RR,"8th Match (N), Indian Premier League at Hyderabad (Deccan), Mar 29 2019",SRH,RR,RR,BAT FIRST,198/2,201/5,201/5,198/2,SRH,Sunrisers won by 5 wickets,2019-03-29T14:30Z,2019-03-31T23:59Z,58142,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Kane Williamson,Ajinkya Rahane,Rashid Khan,"Sunrisers Hyderabad 2, Rajasthan Royals 0",FALSE,19,201,5,27,20,198,2,25
2019,1175364,Kings XI Punjab v Mumbai Indians,PBKS v MI,"9th Match (D/N), Indian Premier League at Mohali, Mar 30 2019",PBKS,MI,PBKS,BOWL FIRST,176/7,177/2,177/2,176/7,PBKS,Kings XI won by 8 wickets,2019-03-30T10:30Z,2019-04-01T23:59Z,57991,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Ravichandran Ashwin,Rohit Sharma,Mayank Agarwal,"Kings XI Punjab 2, Mumbai Indians 0",FALSE,18.4,177,2,22,20,176,7,24
2019,1175365,Delhi Capitals v Kolkata Knight Riders,DC v KKR,"10th Match (N), Indian Premier League at Delhi, Mar 30 2019",DC,KKR,DC,BOWL FIRST,185/8,185/6,185/6,185/8,DC,Match tied (Delhi Capitals won the one-over eliminator),2019-03-30T14:30Z,2019-04-01T23:59Z,58040,"Arun Jaitley Stadium, Delhi",Shreyas Iyer,Dinesh Karthik,Prithvi Shaw,"Delhi Capitals 2, Kolkata Knight Riders 0",TRUE,20,185,6,26,20,185,8,26
2019,1175366,Sunrisers Hyderabad v Royal Challengers Bangalore,SRH v RCB,"11th Match (D/N), Indian Premier League at Hyderabad (Deccan), Mar 31 2019",SRH,RCB,RCB,BOWL FIRST,231/2,113,231/2,113,SRH,Sunrisers won by 118 runs,2019-03-31T10:30Z,2019-04-02T23:59Z,58142,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Bhuvneshwar Kumar,Virat Kohli,Jonny Bairstow,"Sunrisers Hyderabad 2, Royal Challengers Bangalore 0",FALSE,20,231,2,30,19.5,113,10,13
2019,1175367,Chennai Super Kings v Rajasthan Royals,CSK v RR,"12th Match (N), Indian Premier League at Chennai, Mar 31 2019",CSK,RR,RR,BOWL FIRST,175/5,167/8,175/5,167/8,CSK,Super Kings won by 8 runs,2019-03-31T14:30Z,2019-04-02T23:59Z,58008,"MA Chidambaram Stadium, Chepauk, Chennai",MS Dhoni,Ajinkya Rahane,MS Dhoni,"Chennai Super Kings 2, Rajasthan Royals 0",FALSE,20,175,5,22,20,167,8,18
2019,1175368,Kings XI Punjab v Delhi Capitals,PBKS v DC,"13th Match (N), Indian Premier League at Mohali, Apr 1 2019",PBKS,DC,DC,BOWL FIRST,166/9,152,166/9,152,PBKS,Kings XI won by 14 runs,2019-04-01T14:30Z,2019-04-03T23:59Z,57991,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Ravichandran Ashwin,Shreyas Iyer,Sam Curran,"Kings XI Punjab 2, Delhi Capitals 0",FALSE,20,166,9,22,19.2,152,10,20
2019,1175369,Rajasthan Royals v Royal Challengers Bangalore,RR v RCB,"14th Match (N), Indian Premier League at Jaipur, Apr 2 2019",RR,RCB,RR,BOWL FIRST,158/4,164/3,164/3,158/4,RR,Royals won by 7 wickets,2019-04-02T14:30Z,2019-04-04T23:59Z,58162,"Sawai Mansingh Stadium, Jaipur",Ajinkya Rahane,Virat Kohli,Shreyas Gopal,"Rajasthan Royals 2, Royal Challengers Bangalore 0",FALSE,19.5,164,3,20,20,158,4,21
2019,1175370,Mumbai Indians v Chennai Super Kings,MI v CSK,"15th Match (N), Indian Premier League at Mumbai, Apr 3 2019",MI,CSK,CSK,BOWL FIRST,170/5,133/8,170/5,133/8,MI,Mum Indians won by 37 runs,2019-04-03T14:30Z,2019-04-05T23:59Z,58324,"Wankhede Stadium, Mumbai",Rohit Sharma,MS Dhoni,Hardik Pandya,"Mumbai Indians 2, Chennai Super Kings 0",FALSE,20,170,5,23,20,133,8,17
2019,1175371,Delhi Capitals v Sunrisers Hyderabad,DC v SRH,"16th Match (N), Indian Premier League at Delhi, Apr 4 2019",DC,SRH,SRH,BOWL FIRST,129/8,131/5,129/8,131/5,SRH,Sunrisers won by 5 wickets,2019-04-04T14:30Z,2019-04-06T23:59Z,58040,"Arun Jaitley Stadium, Delhi",Shreyas Iyer,Bhuvneshwar Kumar,Jonny Bairstow,"Sunrisers Hyderabad 2, Delhi Capitals 0",FALSE,20,129,8,13,18.3,131,5,16
2019,1175372,Royal Challengers Bangalore v Kolkata Knight Riders,RCB v KKR,"17th Match (N), Indian Premier League at Bengaluru, Apr 5 2019",RCB,KKR,KKR,BOWL FIRST,205/3,206/5,205/3,206/5,KKR,KKR won by 5 wickets,2019-04-05T14:30Z,2019-04-07T23:59Z,57897,"M.Chinnaswamy Stadium, Bengaluru",Virat Kohli,Dinesh Karthik,Andre Russell,"Kolkata Knight Riders 2, Royal Challengers Bangalore 0",FALSE,20,205,3,27,19.1,206,5,27
2019,1178393,Chennai Super Kings v Kings XI Punjab,CSK v PBKS,"18th Match (D/N), Indian Premier League at Chennai, Apr 6 2019",CSK,PBKS,CSK,BAT FIRST,160/3,138/5,160/3,138/5,CSK,Super Kings won by 22 runs,2019-04-06T10:30Z,2019-04-08T23:59Z,58008,"MA Chidambaram Stadium, Chepauk, Chennai",MS Dhoni,Ravichandran Ashwin,Harbhajan Singh,"Chennai Super Kings 2, Kings XI Punjab 0",FALSE,20,160,3,18,20,138,5,12
2019,1178394,Sunrisers Hyderabad v Mumbai Indians,SRH v MI,"19th Match (N), Indian Premier League at Hyderabad (Deccan), Apr 6 2019",SRH,MI,SRH,BOWL FIRST,136/7,96,96,136/7,MI,Mum Indians won by 40 runs,2019-04-06T14:30Z,2019-04-08T23:59Z,58142,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Bhuvneshwar Kumar,Rohit Sharma,Alzarri Joseph,"Mumbai Indians 2, Sunrisers Hyderabad 0",FALSE,17.4,96,10,9,20,136,7,15
2019,1178395,Royal Challengers Bangalore v Delhi Capitals,RCB v DC,"20th Match (D/N), Indian Premier League at Bengaluru, Apr 7 2019",RCB,DC,DC,BOWL FIRST,149/8,152/6,149/8,152/6,DC,Capitals won by 4 wickets,2019-04-07T10:30Z,2019-04-09T23:59Z,57897,"M.Chinnaswamy Stadium, Bengaluru",Virat Kohli,Shreyas Iyer,Kagiso Rabada,"Delhi Capitals 2, Royal Challengers Bangalore 0",FALSE,20,149,8,15,18.5,152,6,21
2019,1178396,Rajasthan Royals v Kolkata Knight Riders,RR v KKR,"21st Match (N), Indian Premier League at Jaipur, Apr 7 2019",RR,KKR,KKR,BOWL FIRST,139/3,140/2,139/3,140/2,KKR,KKR won by 8 wickets,2019-04-07T14:30Z,2019-04-09T23:59Z,58162,"Sawai Mansingh Stadium, Jaipur",Ajinkya Rahane,Dinesh Karthik,Harry Gurney,"Kolkata Knight Riders 2, Rajasthan Royals 0",FALSE,20,139,3,15,13.5,140,2,21
2019,1178397,Kings XI Punjab v Sunrisers Hyderabad,PBKS v SRH,"22nd Match (N), Indian Premier League at Mohali, Apr 8 2019",PBKS,SRH,PBKS,BOWL FIRST,150/4,151/4,151/4,150/4,PBKS,Kings XI won by 6 wickets,2019-04-08T14:30Z,2019-04-10T23:59Z,57991,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Ravichandran Ashwin,Bhuvneshwar Kumar,KL Rahul,"Kings XI Punjab 2, Sunrisers Hyderabad 0",FALSE,19.5,151,4,16,20,150,4,14
2019,1178398,Chennai Super Kings v Kolkata Knight Riders,CSK v KKR,"23rd Match (N), Indian Premier League at Chennai, Apr 9 2019",CSK,KKR,CSK,BOWL FIRST,108/9,111/3,111/3,108/9,CSK,Super Kings won by 7 wickets,2019-04-09T14:30Z,2019-04-11T23:59Z,58008,"MA Chidambaram Stadium, Chepauk, Chennai",MS Dhoni,Dinesh Karthik,Deepak Chahar,"Chennai Super Kings 2, Kolkata Knight Riders 0",FALSE,17.2,111,3,11,20,108,9,14
